,agents_choice,result
1606,Scissors,D
1607,Paper,D
1608,Scissors,W
1609,Paper,D
1610,Scissors,L
1611,Rock,L
1612,Rock,W
1613,Rock,L
1614,Paper,L
1615,Scissors,L
1616,Rock,D
1617,Paper,L
1618,Scissors,D
1619,Rock,L
1620,Rock,D
1621,Rock,D
1622,Paper,W
1623,Rock,W
1624,Paper,W
1625,Rock,W
1626,Rock,L
1627,Rock,W
1628,Rock,W
1629,Paper,D
1630,Scissors,D
1631,Scissors,D
1632,Paper,D
1633,Scissors,W
1634,Scissors,W
1635,Paper,W
1636,Rock,L
1637,Paper,D
1638,Paper,D
1639,Scissors,L
1640,Rock,W
1641,Paper,D
1642,Scissors,W
1643,Scissors,L
1644,Paper,D
1645,Scissors,W
1646,Scissors,D
1647,Paper,W
1648,Scissors,L
1649,Paper,D
1650,Scissors,L
1651,Rock,L
1652,Rock,D
1653,Rock,W
1654,Paper,L
1655,Scissors,L
1656,Rock,D
1657,Paper,L
1658,Scissors,L
1659,Rock,L
1660,Rock,W
1661,Rock,L
1662,Paper,D
1663,Rock,W
1664,Paper,D
1665,Rock,L
1666,Rock,W
1667,Rock,W
1668,Rock,W
1669,Paper,D
1670,Scissors,L
1671,Scissors,W
1672,Paper,L
1673,Scissors,D
1674,Scissors,L
1675,Paper,L
1676,Rock,W
1677,Paper,W
1678,Paper,L
1679,Scissors,D
1680,Rock,L
1681,Paper,L
1682,Scissors,L
1683,Scissors,L
1684,Paper,D
1685,Scissors,D
1686,Scissors,D
1687,Paper,W
1688,Scissors,D
1689,Paper,L
1690,Scissors,L
1691,Rock,L
1692,Rock,D
1693,Rock,D
1694,Paper,L
1695,Scissors,W
1696,Rock,W
1697,Paper,D
1698,Scissors,D
1699,Rock,D
1700,Rock,D
1701,Rock,D
1702,Paper,D
1703,Rock,W
1704,Paper,D
1705,Rock,L
1706,Rock,D
1707,Rock,L
1708,Rock,L
1709,Paper,L
1710,Scissors,L
1711,Scissors,L
1712,Paper,D
1713,Scissors,L
1714,Scissors,W
1715,Paper,L
1716,Rock,D
1717,Paper,W
1718,Paper,L
1719,Scissors,D
1720,Rock,D
1721,Paper,D
1722,Scissors,D
1723,Scissors,L
1724,Paper,D
1725,Scissors,L
1726,Scissors,W
1727,Paper,D
1728,Scissors,W
1729,Paper,W
1730,Scissors,L
1731,Rock,W
1732,Rock,W
1733,Rock,W
1734,Paper,W
1735,Scissors,L
1736,Rock,W
1737,Paper,D
1738,Scissors,L
1739,Rock,W
1740,Rock,D
1741,Rock,W
1742,Paper,W
1743,Rock,W
1744,Paper,D
1745,Rock,D
1746,Rock,W
1747,Rock,W
1748,Rock,D
1749,Paper,L
1750,Scissors,D
1751,Scissors,W
1752,Paper,W
1753,Scissors,W
1754,Scissors,L
1755,Paper,D
1756,Rock,D
1757,Paper,W
1758,Paper,L
1759,Scissors,L
1760,Rock,D
1761,Paper,L
1762,Scissors,L
1763,Scissors,W
1764,Paper,D
1765,Scissors,W
1766,Scissors,W
1767,Paper,W
1768,Scissors,D
1769,Paper,L
1770,Scissors,W
1771,Rock,W
1772,Rock,W
1773,Rock,D
1774,Paper,L
1775,Scissors,D
1776,Rock,D
1777,Paper,D
1778,Scissors,L
1779,Rock,W
1780,Rock,W
1781,Rock,L
1782,Paper,W
1783,Rock,D
1784,Paper,L
1785,Rock,W
1786,Rock,D
1787,Rock,D
1788,Rock,L
1789,Paper,L
1790,Scissors,L
1791,Scissors,L
1792,Paper,W
1793,Scissors,L
1794,Scissors,D
1795,Paper,D
1796,Rock,L
1797,Paper,L
1798,Paper,D
1799,Scissors,D
1800,Rock,D
1801,Paper,D
1802,Scissors,L
1803,Scissors,W
1804,Paper,W
1805,Scissors,L
1806,Scissors,W
1807,Paper,L
1808,Scissors,W
1809,Paper,W
1810,Scissors,W
1811,Rock,D
1812,Rock,W
1813,Rock,W
1814,Paper,D
1815,Scissors,D
1816,Rock,L
1817,Paper,W
1818,Scissors,L
1819,Rock,W
1820,Rock,L
1821,Rock,D
1822,Paper,W
1823,Rock,L
1824,Paper,W
1825,Rock,W
1826,Rock,W
1827,Rock,L
1828,Rock,D
1829,Paper,L
1830,Scissors,W
1831,Scissors,L
1832,Paper,L
1833,Scissors,W
1834,Scissors,W
1835,Paper,D
1836,Rock,W
1837,Paper,D
1838,Paper,D
1839,Scissors,D
1840,Rock,D
1841,Paper,L
1842,Scissors,D
1843,Scissors,L
1844,Paper,W
1845,Scissors,D
1846,Scissors,D
1847,Paper,D
1848,Scissors,L
1849,Paper,D
1850,Scissors,L
1851,Rock,L
1852,Rock,W
1853,Rock,L
1854,Paper,L
1855,Scissors,W
1856,Rock,L
1857,Paper,D
1858,Scissors,L
1859,Rock,D
1860,Rock,D
1861,Rock,D
1862,Paper,W
1863,Rock,W
1864,Paper,W
1865,Rock,L
1866,Rock,L
1867,Rock,D
1868,Rock,L
1869,Paper,L
1870,Scissors,W
1871,Scissors,W
1872,Paper,L
1873,Scissors,W
1874,Scissors,L
1875,Paper,L
1876,Rock,L
1877,Paper,W
1878,Paper,L
1879,Scissors,L
1880,Rock,W
1881,Paper,W
1882,Scissors,L
1883,Scissors,L
1884,Paper,L
1885,Scissors,L
1886,Scissors,D
1887,Paper,D
1888,Scissors,L
1889,Paper,W
1890,Scissors,L
1891,Rock,D
1892,Rock,W
1893,Rock,D
1894,Paper,L
1895,Scissors,W
1896,Rock,L
1897,Paper,D
1898,Scissors,W
1899,Rock,L
1900,Rock,D
1901,Rock,L
1902,Paper,D
1903,Rock,D
1904,Paper,L
1905,Rock,L
1906,Rock,W
1907,Rock,D
1908,Rock,W
1909,Paper,W
1910,Scissors,W
1911,Scissors,W
1912,Paper,L
1913,Scissors,D
1914,Scissors,L
1915,Paper,L
1916,Rock,L
1917,Paper,L
1918,Paper,L
1919,Scissors,L
1920,Rock,D
1921,Paper,W
1922,Scissors,D
1923,Scissors,W
1924,Paper,L
1925,Scissors,D
1926,Scissors,L
1927,Paper,W
1928,Scissors,D
1929,Paper,L
1930,Scissors,L
1931,Rock,W
1932,Rock,W
1933,Rock,D
1934,Paper,L
1935,Scissors,D
1936,Rock,W
1937,Paper,L
1938,Scissors,D
1939,Rock,D
1940,Rock,D
1941,Rock,W
1942,Paper,L
1943,Rock,W
1944,Paper,L
1945,Rock,L
1946,Rock,L
1947,Rock,W
1948,Rock,D
1949,Paper,D
1950,Scissors,W
1951,Scissors,D
1952,Paper,W
1953,Scissors,D
1954,Scissors,L
1955,Paper,W
1956,Rock,L
1957,Paper,W
1958,Paper,D
1959,Scissors,W
1960,Rock,D
1961,Paper,W
1962,Scissors,D
1963,Scissors,D
1964,Paper,L
1965,Scissors,D
1966,Scissors,W
1967,Paper,D
1968,Scissors,W
1969,Paper,D
1970,Scissors,D
1971,Rock,D
1972,Rock,D
1973,Rock,D
1974,Paper,L
1975,Scissors,W
1976,Rock,W
1977,Paper,L
1978,Scissors,W
1979,Rock,D
1980,Rock,D
1981,Rock,L
1982,Paper,D
1983,Rock,D
1984,Paper,W
1985,Rock,L
1986,Rock,D
1987,Rock,L
1988,Rock,D
1989,Paper,L
1990,Scissors,L
1991,Scissors,W
1992,Paper,D
1993,Scissors,W
1994,Scissors,D
1995,Paper,W
1996,Rock,W
1997,Paper,W
1998,Paper,W
1999,Scissors,D
